0,2001,1,CT,1050
1,2001,2,CT,914
2,2001,3,CT,1047
3,2001,4,CT,924
4,2001,5,CT,1025
5,2001,6,CT,1096
6,2001,7,CT,1127
7,2001,8,CT,1201
8,2001,9,CT,1006
9,2001,10,CT,1008
10,2001,11,CT,949
11,2001,12,CT,1096
12,2002,1,CT,1009
13,2002,2,CT,954
14,2002,3,CT,1004
15,2002,4,CT,980
16,2002,5,CT,998
17,2002,6,CT,1099
18,2002,7,CT,1196
19,2002,8,CT,1240
20,2002,9,CT,1050
21,2002,10,CT,1072
22,2002,11,CT,959
23,2002,12,CT,1053
24,2003,1,CT,1137
25,2003,2,CT,1009
26,2003,3,CT,1046
27,2003,4,CT,971
28,2003,5,CT,1016
29,2003,6,CT,1090
30,2003,7,CT,1226
31,2003,8,CT,1229
32,2003,9,CT,1274
33,2003,10,CT,1062
34,2003,11,CT,1001
35,2003,12,CT,1033
36,2004,1,CT,1200
37,2004,2,CT,1031
38,2004,3,CT,1129
39,2004,4,CT,998
40,2004,5,CT,1102
41,2004,6,CT,1192
42,2004,7,CT,1234
43,2004,8,CT,1224
44,2004,9,CT,1140
45,2004,10,CT,1064
46,2004,11,CT,1053
47,2004,12,CT,1088
48,2005,1,CT,1180
49,2005,2,CT,1065
50,2005,3,CT,1102
51,2005,4,CT,1055
52,2005,5,CT,1053
53,2005,6,CT,1233
54,2005,7,CT,1305
55,2005,8,CT,1365
56,2005,9,CT,1200
57,2005,10,CT,1170
58,2005,11,CT,1053
59,2005,12,CT,1168
60,2006,1,CT,1142
61,2006,2,CT,1050
62,2006,3,CT,1097
63,2006,4,CT,1015
64,2006,5,CT,1122
65,2006,6,CT,1191
66,2006,7,CT,1322
67,2006,8,CT,1297
68,2006,9,CT,1100
69,2006,10,CT,1140
70,2006,11,CT,1069
71,2006,12,CT,1066
72,2007,1,CT,1167
73,2007,2,CT,1125
74,2007,3,CT,1203
75,2007,4,CT,1134
76,2007,5,CT,1267
77,2007,6,CT,1316
78,2007,7,CT,1378
79,2007,8,CT,1490
80,2007,9,CT,1280
81,2007,10,CT,1307
82,2007,11,CT,1231
83,2007,12,CT,1227
84,2008,1,CT,1132
85,2008,2,CT,1045
86,2008,3,CT,1195
87,2008,4,CT,1097
88,2008,5,CT,961
89,2008,6,CT,1245
90,2008,7,CT,1281
91,2008,8,CT,1187
92,2008,9,CT,1270
93,2008,10,CT,1134
94,2008,11,CT,1006
95,2008,12,CT,1111
96,2009,1,CT,1161
97,2009,2,CT,1146
98,2009,3,CT,1102
99,2009,4,CT,1040
100,2009,5,CT,1019
101,2009,6,CT,1103
102,2009,7,CT,1188
103,2009,8,CT,1216
104,2009,9,CT,1157
105,2009,10,CT,1049
106,2009,11,CT,994
107,2009,12,CT,1084
108,2010,1,CT,1187
109,2010,2,CT,1032
110,2010,3,CT,1087
111,2010,4,CT,1032
112,2010,5,CT,1003
113,2010,6,CT,1188
114,2010,7,CT,1255
115,2010,8,CT,1296
116,2010,9,CT,1208
117,2010,10,CT,1048
118,2010,11,CT,996
119,2010,12,CT,1095
120,2011,1,CT,1118
121,2011,2,CT,1006
122,2011,3,CT,1055
123,2011,4,CT,992
124,2011,5,CT,1065
125,2011,6,CT,1144
126,2011,7,CT,1249
127,2011,8,CT,1277
128,2011,9,CT,1147
129,2011,10,CT,1061
130,2011,11,CT,950
131,2011,12,CT,1023
132,2012,1,CT,1092
133,2012,2,CT,1019
134,2012,3,CT,1049
135,2012,4,CT,974
136,2012,5,CT,1021
137,2012,6,CT,1089
138,2012,7,CT,1259
139,2012,8,CT,1283
140,2012,9,CT,1164
141,2012,10,CT,1010
142,2012,11,CT,970
143,2012,12,CT,1046
144,2013,1,CT,1083
145,2013,2,CT,1060
146,2013,3,CT,1010
147,2013,4,CT,1029
148,2013,5,CT,1005
149,2013,6,CT,1110
150,2013,7,CT,1279
151,2013,8,CT,1239
152,2013,9,CT,1134
153,2013,10,CT,1013
154,2013,11,CT,971
155,2013,12,CT,1077
156,2014,1,CT,1129
157,2014,2,CT,1073
158,2014,3,CT,1035
159,2014,4,CT,983
160,2014,5,CT,1008
161,2014,6,CT,1077
162,2014,7,CT,1214
163,2014,8,CT,1169
164,2014,9,CT,1136
165,2014,10,CT,1010
166,2014,11,CT,1003
167,2014,12,CT,1057
168,2015,1,CT,1090
169,2015,2,CT,1062
170,2015,3,CT,1083
171,2015,4,CT,1017
172,2015,5,CT,979
173,2015,6,CT,1100
174,2015,7,CT,1221
175,2015,8,CT,1220
176,2015,9,CT,1200
177,2015,10,CT,1013
178,2015,11,CT,960
179,2015,12,CT,1014
180,2016,1,CT,1078
181,2016,2,CT,995
182,2016,3,CT,1003
183,2016,4,CT,992
184,2016,5,CT,951
185,2016,6,CT,1125
186,2016,7,CT,1181
187,2016,8,CT,1258
188,2016,9,CT,1172
189,2016,10,CT,992
190,2016,11,CT,923
191,2016,12,CT,1030
192,2017,1,CT,1051
193,2017,2,CT,945
194,2017,3,CT,980
195,2017,4,CT,974
196,2017,5,CT,939
197,2017,6,CT,1065
198,2017,7,CT,1150
199,2017,8,CT,1164
200,2017,9,CT,1061
201,2017,10,CT,1004
202,2017,11,CT,979
203,2017,12,CT,1023
204,2018,1,CT,1046
205,2018,2,CT,946
206,2018,3,CT,970
207,2018,4,CT,911
208,2018,5,CT,1010
209,2018,6,CT,1051
210,2018,7,CT,1222
211,2018,8,CT,1246
212,2018,9,CT,1017
213,2018,10,CT,1043
214,2018,11,CT,945
215,2018,12,CT,975
216,2019,1,CT,1056
217,2019,2,CT,927
218,2019,3,CT,977
219,2019,4,CT,902
220,2019,5,CT,930
221,2019,6,CT,1040
222,2019,7,CT,1232
223,2019,8,CT,1099
224,2019,9,CT,1007
225,2019,10,CT,984
226,2019,11,CT,1019
227,2019,12,CT,978
228,2020,1,CT,1010
229,2020,2,CT,932
230,2020,3,CT,906
231,2020,4,CT,671
232,2001,1,ME,406
233,2001,2,ME,363
234,2001,3,ME,370
235,2001,4,ME,338
236,2001,5,ME,366
237,2001,6,ME,372
238,2001,7,ME,254
239,2001,8,ME,271
240,2001,9,ME,222
241,2001,10,ME,254
242,2001,11,ME,319
243,2001,12,ME,245
244,2002,1,ME,326
245,2002,2,ME,281
246,2002,3,ME,304
247,2002,4,ME,253
248,2002,5,ME,353
249,2002,6,ME,318
250,2002,7,ME,360
251,2002,8,ME,367
252,2002,9,ME,311
253,2002,10,ME,292
254,2002,11,ME,284
255,2002,12,ME,341
256,2003,1,ME,512
257,2003,2,ME,447
258,2003,3,ME,290
259,2003,4,ME,266
260,2003,5,ME,292
261,2003,6,ME,318
262,2003,7,ME,329
263,2003,8,ME,350
264,2003,9,ME,323
265,2003,10,ME,284
266,2003,11,ME,256
267,2003,12,ME,292
268,2004,1,ME,443
269,2004,2,ME,293
270,2004,3,ME,355
271,2004,4,ME,333
272,2004,5,ME,339
273,2004,6,ME,350
274,2004,7,ME,406
275,2004,8,ME,406
276,2004,9,ME,372
277,2004,10,ME,328
278,2004,11,ME,335
279,2004,12,ME,364
280,2005,1,ME,255
281,2005,2,ME,229
282,2005,3,ME,337
283,2005,4,ME,335
284,2005,5,ME,358
285,2005,6,ME,371
286,2005,7,ME,437
287,2005,8,ME,593
288,2005,9,ME,222
289,2005,10,ME,359
290,2005,11,ME,325
291,2005,12,ME,336
292,2006,1,ME,353
293,2006,2,ME,331
294,2006,3,ME,347
295,2006,4,ME,289
296,2006,5,ME,305
297,2006,6,ME,317
298,2006,7,ME,410
299,2006,8,ME,390
300,2006,9,ME,347
301,2006,10,ME,349
302,2006,11,ME,333
303,2006,12,ME,362
304,2007,1,ME,359
305,2007,2,ME,332
306,2007,3,ME,338
307,2007,4,ME,329
308,2007,5,ME,340
309,2007,6,ME,362
310,2007,7,ME,373
311,2007,8,ME,394
312,2007,9,ME,346
313,2007,10,ME,337
314,2007,11,ME,315
315,2007,12,ME,370
316,2008,1,ME,342
317,2008,2,ME,356
318,2008,3,ME,342
319,2008,4,ME,315
320,2008,5,ME,331
321,2008,6,ME,324
322,2008,7,ME,395
323,2008,8,ME,376
324,2008,9,ME,345
325,2008,10,ME,332
326,2008,11,ME,326
327,2008,12,ME,364
328,2009,1,ME,357
329,2009,2,ME,324
330,2009,3,ME,334
331,2009,4,ME,312
332,2009,5,ME,323
333,2009,6,ME,314
334,2009,7,ME,361
335,2009,8,ME,389
336,2009,9,ME,334
337,2009,10,ME,354
338,2009,11,ME,305
339,2009,12,ME,364
340,2010,1,ME,342
341,2010,2,ME,319
342,2010,3,ME,331
343,2010,4,ME,307
344,2010,5,ME,323
345,2010,6,ME,332
346,2010,7,ME,396
347,2010,8,ME,379
348,2010,9,ME,354
349,2010,10,ME,337
350,2010,11,ME,320
351,2010,12,ME,361
352,2011,1,ME,337
353,2011,2,ME,305
354,2011,3,ME,331
355,2011,4,ME,302
356,2011,5,ME,316
357,2011,6,ME,370
358,2011,7,ME,381
359,2011,8,ME,364
